# Reparto a mano del banco del Cuerpo General Administrativo del Estado (C1).
#
# **Seis cuadernillos**, los de `convocatoria/administrativo/examenes/`: modelo
# A, modelo B y llamamiento extraordinario de la convocatoria de 2025 y de la
# OEP 2023-2024. Cada uno trae **125 preguntas** —70 de la primera parte más 5
# de reserva, y 20 más 5 por cada uno de los dos supuestos prácticos—, y entre
# los seis suman **750 huecos**.
#
# **Los modelos A y B de un año son el mismo examen barajado**, así que repartir
# los dos contaría cada pregunta dos veces. Lo que este acta reparte son las
# **503 preguntas distintas**, identificadas por enunciado **más las cuatro
# opciones**: hay dos preguntas de exámenes distintos que comparten el enunciado
# «¿Cuál de las siguientes afirmaciones es verdadera?» y no son la misma.
#
# **Entre convocatorias no se repite ninguna.** La coincidencia entre las
# preguntas de 2024 y las de 2025 es **cero**: el examen no recicla, y por eso
# las dos convocatorias suman en vez de solaparse.
#
# **La cuenta, contada y no copiada.** Si los modelos A y B de un año fueran
# idénticos, las distintas serían cuatro exámenes: 4 x 125 = 500. Son 503 porque
# **en 2024 los dos modelos no son exactamente el mismo examen**: llevan dos
# preguntas propias de cada modelo y alguna diferencia de redacción.
#
# **El reparto cuadra con lo que la convocatoria dice del examen.** Las bases
# mandan que la primera parte lleve 40 preguntas de los bloques I a V y 30 del
# bloque VI. Sobre cuatro primeras partes distintas eso son 120 del bloque VI y
# 160 del resto, más las de reserva: este acta pone **122 en el bloque VI** y
# **181 en los bloques I a V**. Ninguna de las dos cifras se ha ajustado; salen
# del reparto y sirven de comprobación de que no está torcido.
#
# **Los supuestos prácticos no tocan el bloque VI**: sus 200 preguntas caen
# enteras en derecho administrativo, gestión de personal y gestión financiera,
# que es lo que hace de ellos la parte difícil de documentar.
#
# **Los 45 temas del programa tienen pregunta.** Ninguno se queda a cero, que es
# lo contrario de lo que pasó en el volumen de Correos.
#
# Columnas:
#   origen    el cuadernillo donde la pregunta aparece por primera vez
#   seccion   primera parte o supuesto, y si es de reserva: las cinco de
#             reserva de cada parte vuelven a numerarse desde el 1
#   numero    el que lleva impreso en ese cuadernillo
#   tema      bloque en romanos y tema en arabigos, como el propio programa
#   motivo    el titulo del tema, para poder leer el acta sin el programa al lado
#   epigrafe  el remite, que se rellena cuando el tema este escrito
#
origen	seccion	numero	tema	motivo	epigrafe
2025-cuestionario-extraordinario	SUPUESTO II	4	III.3	Las Leyes del Procedimiento Administrativo Común de las Administraciones Públicas y del Régimen Jurídico del Sector Público	--
2025-cuestionario-extraordinario	SUPUESTO II	5	III.3	Las Leyes del Procedimiento Administrativo Común de las Administraciones Públicas y del Régimen Jurídico del Sector Público	--
2025-cuestionario-extraordinario	SUPUESTO II	6	III.3	Las Leyes del Procedimiento Administrativo Común de las Administraciones Públicas y del Régimen Jurídico del Sector Público	--
2025-cuestionario-extraordinario	SUPUESTO II	7	I.8	La Administración General del Estado	--
2025-cuestionario-extraordinario	SUPUESTO II	8	V.4	Las retribuciones e indemnizaciones de los funcionarios públicos y del personal laboral al servicio de la Administración pública	--
2025-cuestionario-extraordinario	SUPUESTO II	9	V.4	Las retribuciones e indemnizaciones de los funcionarios públicos y del personal laboral al servicio de la Administración pública	--
2025-cuestionario-extraordinario	SUPUESTO II	10	III.4	Los contratos del sector público	--
2025-cuestionario-extraordinario	SUPUESTO II	11	V.3	El procedimiento administrativo de ejecución del presupuesto de gasto	--
2025-cuestionario-extraordinario	SUPUESTO II	12	V.5	Gastos para la compra de bienes y servicios	--
2025-cuestionario-extraordinario	SUPUESTO II	13	III.4	Los contratos del sector público	--
2025-cuestionario-extraordinario	SUPUESTO II	14	III.4	Los contratos del sector público	--
2025-cuestionario-extraordinario	SUPUESTO II	15	V.6	Gestión económica y financiera de los contratos del sector público	--
2025-cuestionario-extraordinario	SUPUESTO II	16	V.6	Gestión económica y financiera de los contratos del sector público	--
2025-cuestionario-extraordinario	SUPUESTO II	17	III.4	Los contratos del sector público	--
2025-cuestionario-extraordinario	SUPUESTO II	18	V.3	El procedimiento administrativo de ejecución del presupuesto de gasto	--
2025-cuestionario-extraordinario	SUPUESTO II	19	III.3	Las Leyes del Procedimiento Administrativo Común de las Administraciones Públicas y del Régimen Jurídico del Sector Público	--
2025-cuestionario-extraordinario	SUPUESTO II	20	III.4	Los contratos del sector público	--
2025-cuestionario-extraordinario	SUPUESTO II · reserva	1	III.6	La responsabilidad patrimonial de las Administraciones públicas	--
2025-cuestionario-extraordinario	SUPUESTO II · reserva	2	III.6	La responsabilidad patrimonial de las Administraciones públicas	--
2025-cuestionario-extraordinario	SUPUESTO II · reserva	3	III.6	La responsabilidad patrimonial de las Administraciones públicas	--
2025-cuestionario-extraordinario	SUPUESTO II · reserva	4	III.6	La responsabilidad patrimonial de las Administraciones públicas	--
2025-cuestionario-extraordinario	SUPUESTO II · reserva	5	III.3	Las Leyes del Procedimiento Administrativo Común de las Administraciones Públicas y del Régimen Jurídico del Sector Público	--
