fichero	bloque	norma	identificador	redaccion	sirve	extra
temas/gestion/27-produccion-en-television.md	Temario específico · Gestión · punto 27	Ley 13/2022, de 7 de julio, General de la Comunicación Audiovisual, y III Convenio Colectivo de la Corporación RTVE	`BOE-A-2022-11311` — `BOE-A-2020-16744`	Los dos, en su texto **vigente al 21/12/2022**	**Gestión**	Aviso sobre las fuentes=**Tres capas de fuente y el tema las separa**: la ley define **vídeo a petición, autopromoción y patrocinio**; el convenio define **producción interna, mixta y ajena**; y el resto —fases, equipos, géneros, programación, audiencia— es oficio audiovisual sin norma detrás. **Sus 3 respuestas oficiales son correctas**
temas/gestion/28-matematica-financiera.md	Temario específico · Gestión · punto 28	**Sin norma.** Matemática financiera	—	No procede: **no hay norma que fechar**	**Gestión**	Aviso sobre las fuentes=**Sus 4 respuestas oficiales son correctas y las cuatro se comprueban rehaciendo la operación**, que es lo que el tema hace. En este tema **ninguna cifra calculada va en negrita**: la negrita promete literalidad y una cuenta propia no la tiene. Los distractores del examen son magnitudes reales del enunciado, y una de ellas es el resultado **sin convertir la unidad**
temas/gestion/29-estadistica-descriptiva.md	Temario específico · Gestión · punto 29	**Sin norma.** Estadística descriptiva	—	No procede: **no hay norma que fechar**	**Gestión**	Aviso sobre las fuentes=**Sus 2 respuestas oficiales son correctas.** La más laboriosa del examen entero se desarrolla paso a paso con **los dos divisores**, N y N−1, porque el enunciado **no dice si los tres datos son población o muestra** y de eso depende cuál de sus opciones es la buena. La oficial es la de la **cuasivarianza**, y además es la única bien redondeada
temas/gestion/30-excel-avanzado.md	Temario específico · Gestión · punto 30	Documentación de producto de Microsoft para **Excel 2019** (cuarto nivel de la jerarquía de fuentes)	9 páginas de `support.microsoft.com/es-es/office/…`	**Las páginas tal como estaban el 03/09/2026.** Microsoft publica documentación viva, no versiones fechadas	**Gestión**	Aviso sobre las fuentes=**Ninguna pregunta cae aquí**, y es el más llamativo de los tres puntos sin preguntas: el temario de **Gestión Administrativa**, examinado el mismo año, **sí preguntó por ofimática** y bastante. El tema anota la única diferencia de versión que afecta a la materia: **las matrices dinámicas no existen en Excel 2019**
temas/realizacion/01-generos-y-formatos.md	Temario específico · Realización (Asistencia) · punto 1.1	**Sin norma articulada.** Oficio audiovisual, con la definición de «formato» del **artículo 2 de la Ley 13/2022**	`BOE-A-2022-11311`, para la única definición legal que el tema cita	La **vigente al 21/12/2022**	**Realización (Asistencia)**	Aviso sobre las fuentes=**Dos de sus preguntas están fuera del anexo de esta ocupación** y el tema lo declara: la de la historia de la televisión en España no corresponde a ningún punto del temario específico de Realización (Asistencia)
temas/realizacion/02-el-guion.md	Temario específico · Realización (Asistencia) · punto 1.2	**Oficio audiovisual**, con el **artículo 87 del texto refundido de la Ley de Propiedad Intelectual** para la autoría de la obra audiovisual	`BOE-A-1996-8930`	La **vigente al 21/12/2022**	**Realización (Asistencia)**	Aviso sobre las fuentes=**«Minutado» tiene dos significados en este examen** y el tema los separa: la escaleta con tiempos y el registro de las tomas grabadas. La pregunta 29 del segundo llamamiento usa el segundo
temas/realizacion/03-organizacion-de-la-produccion.md	Temario específico · Realización (Asistencia) · punto 1.3	**Oficio audiovisual**, con el **artículo 8 del III Convenio colectivo de RTVE** para la clasificación profesional	Convenio colectivo de la Corporación RTVE	La **vigente al 21/12/2022**	**Realización (Asistencia)**	
temas/realizacion/04-decorados-planos-y-perspectivas.md	Temario específico · Realización (Asistencia) · punto 1.4	**Sin norma.** Dibujo técnico aplicado a la escenografía televisiva	—	No procede: **no hay norma que fechar**	**Realización (Asistencia)**	
temas/realizacion/05-la-tecnologia-en-la-realizacion.md	Temario específico · Realización (Asistencia) · bloque 2 (2.1.1 a 2.1.3)	**Recomendaciones UIT-R BT.601-7, BT.709-6, BT.2020-2 y BT.2100-1** y **normas ETSI EN 300 744 y EN 302 755**	Normas técnicas sin identificador del BOE: se citan por su designación y su edición	Las Recomendaciones del **UIT-R**, en su **edición en español**; las del **ETSI**, en su **edición publicada**	**Realización (Asistencia)**	Aviso sobre las fuentes=**La fórmula de la EOTF del PQ se cita desde la página del PDF y no desde el volcado de texto**, que desordena símbolos y exponentes: con una norma técnica en PDF, el texto extraído no es la fuente, la página lo es
temas/realizacion/06-lenguaje-tecnico-y-narrativo.md	Temario específico · Realización (Asistencia) · punto 3.1	**Sin norma.** Lenguaje audiovisual y convenciones de montaje	—	No procede: **no hay norma que fechar**	**Realización (Asistencia)**	Aviso sobre las fuentes=**La pregunta 34 del segundo llamamiento depende de una imagen** que el texto del cuadernillo no conserva, y queda declarada sin verificar
temas/realizacion/07-la-camara-accesorios-y-posibilidades.md	Temario específico · Realización (Asistencia) · punto 3.2	**Óptica geométrica y práctica de cámara**, con dos notas técnicas de **Fujifilm** para los extremos focales de los zumes de retransmisión	Documentación de fabricante, leída el **03/09/2026**	Las notas de fabricante, **en la fecha en que se leyeron**	**Realización (Asistencia)**	Aviso sobre las fuentes=**Canon y Sony siguen cerrados**, comprobado con agente de navegador. Lo que el tema dice de los objetivos se apoya en las notas de Fujifilm, que sí publican sus extremos focales
temas/realizacion/08-la-iluminacion.md	Temario específico · Realización (Asistencia) · punto 3.3	**Luminotecnia y práctica de plató**, con las **Recomendaciones UIT-R BT.709-6 y BT.2020-2** para el blanco de referencia D65 y la ficha del **Astera Titan Tube**	Normas técnicas y documentación de fabricante, sin identificador del BOE	Las Recomendaciones, en su **edición en español**; la ficha de fabricante, **leída el 02/09/2026**	**Realización (Asistencia)**	Aviso sobre las fuentes=**El examen y las Recomendaciones dan dos cifras distintas de «luz día»** —5.500 K y 6.500 K— y el tema explica cuál pide cada enunciado: ninguna de las dos es un distractor inventado
temas/realizacion/09-el-sonido.md	Temario específico · Realización (Asistencia) · punto 3.4	**Sin norma.** Acústica elemental y técnica de sonido en estudio y directo	—	No procede: **no hay norma que fechar**	**Realización (Asistencia)**	Aviso sobre las fuentes=**Tres preguntas llevan anotación por defectos de construcción**, ninguna por errata: dos opciones sinónimas en una, una errata de grafía que salva otra, y una tercera cuya opción falsa describe con acierto el uso de lo que la pregunta define
temas/realizacion/10-el-mezclador-de-video.md	Temario específico · Realización (Asistencia) · bloque 4 (4.1 a 4.12)	**Documentación de fabricante**: manual en español de los **Blackmagic ATEM**, edición de diciembre de 2024	Documentación de fabricante, descargada el **03/09/2026**	La **edición de diciembre de 2024** del manual	**Realización (Asistencia)**	Aviso sobre las fuentes=**El manual dice «composición» donde el examen dice «llave»**, y «nivel» donde el examen dice «clip». Y **Sony, Grass Valley, Ross, Panasonic y EVS siguen cerrados**: lo que el tema dice de la serie XVS que el examen cita por modelo no está contrastado en su fabricante
temas/realizacion/11-el-estudio-controles-y-plato.md	Temario específico · Realización (Asistencia) · punto 5.1	**Sin norma.** Organización de un centro de producción de televisión	—	No procede: **no hay norma que fechar**	**Realización (Asistencia)**	Aviso sobre las fuentes=**Ninguna de las cuatro opciones de la pregunta 47 define la unidad de control de cámara**, y la marcada contradice, al pie de la letra, a la pregunta 65 del otro llamamiento. Queda declarada pregunta defectuosa
temas/realizacion/12-las-unidades-moviles.md	Temario específico · Realización (Asistencia) · punto 5.2	**Recomendación UIT-R SNG.770-2** para el periodismo electrónico digital por satélite	Norma técnica sin identificador del BOE	La **edición de enero de 2012** en español	**Realización (Asistencia)**	
temas/realizacion/13-la-asistencia-en-grabacion.md	Temario específico · Realización (Asistencia) · punto 5.3	**Sin norma.** Descripción del oficio de asistencia de realización	—	No procede: **no hay norma que fechar**	**Realización (Asistencia)**	Aviso sobre las fuentes=**Es el único tema del libro sin ni una pregunta en los dos llamamientos**, y por tanto el único que no ha podido someterse a la comprobación que el proyecto aplica a los demás: su cobertura es del temario, no del examen
temas/realizacion/14-la-retransmision.md	Temario específico · Realización (Asistencia) · punto 5.4	**Recomendación UIT-R SNG.770-2** para el enlace por satélite, y oficio para el resto	Norma técnica sin identificador del BOE	La **edición de enero de 2012** en español	**Realización (Asistencia)**	Aviso sobre las fuentes=**El recorrido de la señal por los centros de RTVE no se apoya en ningún documento de organización interna**, que este proyecto no tiene: se explica desde la función de un control central y desde la propia respuesta oficial
temas/realizacion/15-la-emision-pantallas-servidores-y-grafismo.md	Temario específico · Realización (Asistencia) · puntos 5.5, 5.6 y 5.7	**Ley 13/2022, de 7 de julio, General de Comunicación Audiovisual**, artículos 156, 71 y 152	`BOE-A-2022-11311` · BOE núm. 163, de 08/07/2022	La **vigente al 21/12/2022**	**Realización (Asistencia)**	Aviso sobre las fuentes=**Sus dos preguntas más difíciles no piden definiciones sino montar una solución**, y son las que más se parecen al trabajo real de la ocupación
temas/realizacion/16-realidad-aumentada-y-produccion-online.md	Temario específico · Realización (Asistencia) · puntos 5.8 y 5.9	**Documentación de fabricante**: ficha del **Mo-Sys StarTracker Max**	Documentación de fabricante, leída el **02/09/2026**	La ficha, **en la fecha en que se leyó**	**Realización (Asistencia)**	Aviso sobre las fuentes=**Aquí está la errata de plantilla de este libro**: la opción marcada en la pregunta del sistema free-d describe un montaje de croma y no una sensorización. La correcta es la a)
temas/realizacion/17-la-asistencia-en-plato-regiduria.md	Temario específico · Realización (Asistencia) · punto 5.10	**Sin norma.** Organización del trabajo en plató	—	No procede: **no hay norma que fechar**	**Realización (Asistencia)**	
temas/realizacion/18-canales-online.md	Temario específico · Realización (Asistencia) · punto 5.11	**Sin norma** propia. Herramientas y vocabulario de publicación en la web, con el **artículo 156.2 de la Ley 13/2022** para la conservación de lo emitido	`BOE-A-2022-11311`	La **vigente al 21/12/2022**	**Realización (Asistencia)**	
temas/realizacion/19-la-puesta-en-escena.md	Temario específico · Realización (Asistencia) · bloque 6 (6.1 a 6.3)	**Sin norma.** Escenografía, ambientación, vestuario y dirección de intérpretes	—	No procede: **no hay norma que fechar**	**Realización (Asistencia)**	
temas/realizacion/20-postproduccion.md	Temario específico · Realización (Asistencia) · bloque 7 (7.1 a 7.4)	**Teoría del montaje y técnica de posproducción**, con el **artículo 147 del texto refundido de la Ley de Propiedad Intelectual** para las entidades de gestión	`BOE-A-1996-8930`	La **vigente al 21/12/2022**	**Realización (Asistencia)**	Aviso sobre las fuentes=**Una de sus preguntas está fuera del Anexo 2 de esta ocupación** —la de la entidad de gestión de derechos de autor— y el tema lo declara antes de responderla
